anzsco_code,anzsco_title,isco08_code,soc_code,match_method
851311,Kitchenhand,9412,35-9021,isco_triangulation
851311,Kitchenhand,9412,37-2011,isco_triangulation
891111,Freight Handler (Rail or Road),9333,53-7041,isco_triangulation
891112,Truck Driver's Offsider,9333,53-7041,isco_triangulation
891113,Waterside Worker,9333,53-7041,isco_triangulation
899111,Caretaker,5153,39-1012,isco_triangulation
899111,Caretaker,5153,39-7011,isco_triangulation
899111,Caretaker,5153,39-7012,isco_triangulation
899111,Caretaker,5153,37-1011,isco_triangulation
899111,Caretaker,5153,37-1012,isco_triangulation
899211,Deck Hand,8350,53-4041,isco_triangulation
899311,Handyperson,9622,53-7062,isco_triangulation
899411,Motor Vehicle Parts and Accessories Fitter (General),7231,49-3011,isco_triangulation
899411,Motor Vehicle Parts and Accessories Fitter (General),7231,49-3022,isco_triangulation
899411,Motor Vehicle Parts and Accessories Fitter (General),7231,49-3023,isco_triangulation
899411,Motor Vehicle Parts and Accessories Fitter (General),7231,49-3092,isco_triangulation
899412,Autoglazier,7125,47-2121,isco_triangulation
899413,Exhaust and Muffler Repairer,7231,49-3011,isco_triangulation
899413,Exhaust and Muffler Repairer,7231,49-3022,isco_triangulation
899413,Exhaust and Muffler Repairer,7231,49-3023,isco_triangulation
899413,Exhaust and Muffler Repairer,7231,49-3092,isco_triangulation
899414,Radiator Repairer,7231,49-3011,isco_triangulation
899414,Radiator Repairer,7231,49-3022,isco_triangulation
899414,Radiator Repairer,7231,49-3023,isco_triangulation
899414,Radiator Repairer,7231,49-3092,isco_triangulation
899415,Tyre Fitter,7231,49-3011,isco_triangulation
899415,Tyre Fitter,7231,49-3022,isco_triangulation
899415,Tyre Fitter,7231,49-3023,isco_triangulation
899415,Tyre Fitter,7231,49-3092,isco_triangulation
899611,Recycling or Rubbish Collector,9611,53-7111,isco_triangulation
899711,Vending Machine Attendant,9623,53-7065,isco_triangulation
899911,Bicycle Mechanic,7234,49-3041,isco_triangulation
899911,Bicycle Mechanic,7234,49-3043,isco_triangulation
899911,Bicycle Mechanic,7234,49-3051,isco_triangulation
899911,Bicycle Mechanic,7234,49-3052,isco_triangulation
899911,Bicycle Mechanic,7234,49-3053,isco_triangulation
899911,Bicycle Mechanic,7234,49-3091,isco_triangulation
899913,Crossing Supervisor,5419,33-9091,isco_triangulation
899913,Crossing Supervisor,5419,33-9092,isco_triangulation
899913,Crossing Supervisor,5419,33-9093,isco_triangulation
899914,Electrical or Telecommunications Trades Assistant,9313,47-2051,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,43-5052,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-6051,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-6061,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-7061,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-7063,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-7064,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-7072,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-7073,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-7081,isco_triangulation
899915,Leaflet or Newspaper Deliverer,9621,53-7121,isco_triangulation
899923,Road Traffic Controller,5419,33-9091,isco_triangulation
899923,Road Traffic Controller,5419,33-9092,isco_triangulation
899923,Road Traffic Controller,5419,33-9093,isco_triangulation
