anzsco_code,anzsco_title,isco08_code,soc_code,match_method
253323,Rheumatologist,2212,29-1213,isco_triangulation
253323,Rheumatologist,2212,29-1214,isco_triangulation
253323,Rheumatologist,2212,29-1216,isco_triangulation
253323,Rheumatologist,2212,29-1218,isco_triangulation
253323,Rheumatologist,2212,29-1222,isco_triangulation
253323,Rheumatologist,2212,29-1223,isco_triangulation
253323,Rheumatologist,2212,29-1224,isco_triangulation
253323,Rheumatologist,2212,29-1229,isco_triangulation
253323,Rheumatologist,2212,29-1241,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1171,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1212,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1213,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1214,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1216,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1218,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1222,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1223,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1224,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1229,isco_triangulation
253324,Thoracic Medicine Specialist,2212,29-1241,isco_triangulation
253399,Specialist Physicians nec,2212,29-1171,isco_triangulation
253399,Specialist Physicians nec,2212,29-1212,isco_triangulation
253399,Specialist Physicians nec,2212,29-1213,isco_triangulation
253399,Specialist Physicians nec,2212,29-1214,isco_triangulation
253399,Specialist Physicians nec,2212,29-1216,isco_triangulation
253399,Specialist Physicians nec,2212,29-1218,isco_triangulation
253399,Specialist Physicians nec,2212,29-1222,isco_triangulation
253399,Specialist Physicians nec,2212,29-1223,isco_triangulation
253399,Specialist Physicians nec,2212,29-1224,isco_triangulation
253399,Specialist Physicians nec,2212,29-1229,isco_triangulation
253399,Specialist Physicians nec,2212,29-1241,isco_triangulation
253411,Psychiatrist,2212,29-1171,isco_triangulation
253411,Psychiatrist,2212,29-1212,isco_triangulation
253411,Psychiatrist,2212,29-1213,isco_triangulation
253411,Psychiatrist,2212,29-1214,isco_triangulation
253411,Psychiatrist,2212,29-1216,isco_triangulation
253411,Psychiatrist,2212,29-1218,isco_triangulation
253411,Psychiatrist,2212,29-1222,isco_triangulation
253411,Psychiatrist,2212,29-1223,isco_triangulation
253411,Psychiatrist,2212,29-1224,isco_triangulation
253411,Psychiatrist,2212,29-1229,isco_triangulation
253411,Psychiatrist,2212,29-1241,isco_triangulation
253511,Surgeon (General),2212,29-1171,isco_triangulation
253511,Surgeon (General),2212,29-1212,isco_triangulation
253511,Surgeon (General),2212,29-1213,isco_triangulation
253511,Surgeon (General),2212,29-1214,isco_triangulation
253511,Surgeon (General),2212,29-1216,isco_triangulation
253511,Surgeon (General),2212,29-1218,isco_triangulation
253511,Surgeon (General),2212,29-1222,isco_triangulation
253511,Surgeon (General),2212,29-1223,isco_triangulation
253511,Surgeon (General),2212,29-1224,isco_triangulation
253511,Surgeon (General),2212,29-1229,isco_triangulation
253511,Surgeon (General),2212,29-1241,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1171,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1212,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1213,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1214,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1216,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1218,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1222,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1223,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1224,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1229,isco_triangulation
253512,Cardiothoracic Surgeon,2212,29-1241,isco_triangulation
253513,Neurosurgeon,2212,29-1171,isco_triangulation
253513,Neurosurgeon,2212,29-1212,isco_triangulation
253513,Neurosurgeon,2212,29-1213,isco_triangulation
253513,Neurosurgeon,2212,29-1214,isco_triangulation
253513,Neurosurgeon,2212,29-1216,isco_triangulation
253513,Neurosurgeon,2212,29-1218,isco_triangulation
253513,Neurosurgeon,2212,29-1222,isco_triangulation
253513,Neurosurgeon,2212,29-1223,isco_triangulation
253513,Neurosurgeon,2212,29-1224,isco_triangulation
253513,Neurosurgeon,2212,29-1229,isco_triangulation
253513,Neurosurgeon,2212,29-1241,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1171,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1212,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1213,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1214,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1216,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1218,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1222,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1223,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1224,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1229,isco_triangulation
253514,Orthopaedic Surgeon,2212,29-1241,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1171,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1212,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1213,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1214,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1216,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1218,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1222,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1223,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1224,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1229,isco_triangulation
253515,Otorhinolaryngologist,2212,29-1241,isco_triangulation
253516,Paediatric Surgeon,2212,29-1171,isco_triangulation
253516,Paediatric Surgeon,2212,29-1212,isco_triangulation
253516,Paediatric Surgeon,2212,29-1213,isco_triangulation
253516,Paediatric Surgeon,2212,29-1214,isco_triangulation
253516,Paediatric Surgeon,2212,29-1216,isco_triangulation
253516,Paediatric Surgeon,2212,29-1218,isco_triangulation
253516,Paediatric Surgeon,2212,29-1222,isco_triangulation
253516,Paediatric Surgeon,2212,29-1223,isco_triangulation
253516,Paediatric Surgeon,2212,29-1224,isco_triangulation
253516,Paediatric Surgeon,2212,29-1229,isco_triangulation
253516,Paediatric Surgeon,2212,29-1241,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1171,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1212,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1213,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1214,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1216,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1218,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1222,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1223,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1224,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1229,isco_triangulation
253517,Plastic and Reconstructive Surgeon,2212,29-1241,isco_triangulation
253518,Urologist,2212,29-1171,isco_triangulation
253518,Urologist,2212,29-1212,isco_triangulation
253518,Urologist,2212,29-1213,isco_triangulation
253518,Urologist,2212,29-1214,isco_triangulation
253518,Urologist,2212,29-1216,isco_triangulation
253518,Urologist,2212,29-1218,isco_triangulation
253518,Urologist,2212,29-1222,isco_triangulation
253518,Urologist,2212,29-1223,isco_triangulation
253518,Urologist,2212,29-1224,isco_triangulation
253518,Urologist,2212,29-1229,isco_triangulation
253518,Urologist,2212,29-1241,isco_triangulation
253521,Vascular Surgeon,2212,29-1171,isco_triangulation
253521,Vascular Surgeon,2212,29-1212,isco_triangulation
253521,Vascular Surgeon,2212,29-1213,isco_triangulation
253521,Vascular Surgeon,2212,29-1214,isco_triangulation
253521,Vascular Surgeon,2212,29-1216,isco_triangulation
253521,Vascular Surgeon,2212,29-1218,isco_triangulation
253521,Vascular Surgeon,2212,29-1222,isco_triangulation
253521,Vascular Surgeon,2212,29-1223,isco_triangulation
253521,Vascular Surgeon,2212,29-1224,isco_triangulation
253521,Vascular Surgeon,2212,29-1229,isco_triangulation
253521,Vascular Surgeon,2212,29-1241,isco_triangulation
253911,Dermatologist,2212,29-1171,isco_triangulation
253911,Dermatologist,2212,29-1212,isco_triangulation
253911,Dermatologist,2212,29-1213,isco_triangulation
253911,Dermatologist,2212,29-1214,isco_triangulation
253911,Dermatologist,2212,29-1216,isco_triangulation
253911,Dermatologist,2212,29-1218,isco_triangulation
253911,Dermatologist,2212,29-1222,isco_triangulation
253911,Dermatologist,2212,29-1223,isco_triangulation
253911,Dermatologist,2212,29-1224,isco_triangulation
253911,Dermatologist,2212,29-1229,isco_triangulation
253911,Dermatologist,2212,29-1241,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1171,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1212,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1213,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1214,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1216,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1218,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1222,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1223,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1224,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1229,isco_triangulation
253912,Emergency Medicine Specialist,2212,29-1241,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1171,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1212,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1213,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1214,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1216,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1218,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1222,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1223,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1224,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1229,isco_triangulation
253913,Obstetrician and Gynaecologist,2212,29-1241,isco_triangulation
253914,Ophthalmologist,2212,29-1171,isco_triangulation
253914,Ophthalmologist,2212,29-1212,isco_triangulation
253914,Ophthalmologist,2212,29-1213,isco_triangulation
253914,Ophthalmologist,2212,29-1214,isco_triangulation
253914,Ophthalmologist,2212,29-1216,isco_triangulation
253914,Ophthalmologist,2212,29-1218,isco_triangulation
253914,Ophthalmologist,2212,29-1222,isco_triangulation
253914,Ophthalmologist,2212,29-1223,isco_triangulation
253914,Ophthalmologist,2212,29-1224,isco_triangulation
253914,Ophthalmologist,2212,29-1229,isco_triangulation
253914,Ophthalmologist,2212,29-1241,isco_triangulation
253915,Pathologist,2212,29-1171,isco_triangulation
253915,Pathologist,2212,29-1212,isco_triangulation
253915,Pathologist,2212,29-1213,isco_triangulation
253915,Pathologist,2212,29-1214,isco_triangulation
253915,Pathologist,2212,29-1216,isco_triangulation
253915,Pathologist,2212,29-1218,isco_triangulation
253915,Pathologist,2212,29-1222,isco_triangulation
253915,Pathologist,2212,29-1223,isco_triangulation
253915,Pathologist,2212,29-1224,isco_triangulation
253915,Pathologist,2212,29-1229,isco_triangulation
253915,Pathologist,2212,29-1241,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1171,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1212,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1213,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1214,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1216,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1218,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1222,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1223,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1224,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1229,isco_triangulation
253917,Diagnostic and Interventional Radiologist,2212,29-1241,isco_triangulation
253918,Radiation Oncologist,2212,29-1171,isco_triangulation
253918,Radiation Oncologist,2212,29-1212,isco_triangulation
253918,Radiation Oncologist,2212,29-1213,isco_triangulation
253918,Radiation Oncologist,2212,29-1214,isco_triangulation
253918,Radiation Oncologist,2212,29-1216,isco_triangulation
253918,Radiation Oncologist,2212,29-1218,isco_triangulation
253918,Radiation Oncologist,2212,29-1222,isco_triangulation
253918,Radiation Oncologist,2212,29-1223,isco_triangulation
253918,Radiation Oncologist,2212,29-1224,isco_triangulation
253918,Radiation Oncologist,2212,29-1229,isco_triangulation
253918,Radiation Oncologist,2212,29-1241,isco_triangulation
253999,Medical Practitioners nec,2212,29-1171,isco_triangulation
253999,Medical Practitioners nec,2212,29-1212,isco_triangulation
253999,Medical Practitioners nec,2212,29-1213,isco_triangulation
253999,Medical Practitioners nec,2212,29-1214,isco_triangulation
253999,Medical Practitioners nec,2212,29-1216,isco_triangulation
253999,Medical Practitioners nec,2212,29-1218,isco_triangulation
253999,Medical Practitioners nec,2212,29-1222,isco_triangulation
253999,Medical Practitioners nec,2212,29-1223,isco_triangulation
253999,Medical Practitioners nec,2212,29-1224,isco_triangulation
253999,Medical Practitioners nec,2212,29-1229,isco_triangulation
253999,Medical Practitioners nec,2212,29-1241,isco_triangulation
254211,Nurse Educator,2221,29-1141,isco_triangulation
254212,Nurse Researcher,2221,29-1141,isco_triangulation
254311,Nurse Manager,2221,29-1141,isco_triangulation
254411,Nurse Practitioner,2221,29-1141,isco_triangulation
254412,Registered Nurse (Aged Care),2221,29-1141,isco_triangulation
254413,Registered Nurse (Child and Family Health),2221,29-1141,isco_triangulation
254414,Registered Nurse (Community Health),2221,29-1141,isco_triangulation
254415,Registered Nurse (Critical Care and Emergency),2221,29-1141,isco_triangulation
254416,Registered Nurse (Developmental Disability),2221,29-1141,isco_triangulation
254417,Registered Nurse (Disability and Rehabilitation),2221,29-1141,isco_triangulation
254418,Registered Nurse (Medical),2221,29-1141,isco_triangulation
254421,Registered Nurse (Medical Practice),2221,29-1141,isco_triangulation
254422,Registered Nurse (Mental Health),2221,29-1141,isco_triangulation
254423,Registered Nurse (Perioperative),2221,29-1141,isco_triangulation
254424,Registered Nurse (Surgical),2221,29-1141,isco_triangulation
254425,Registered Nurse (Paediatrics),2221,29-1141,isco_triangulation
254499,Registered Nurses nec,2221,29-1141,isco_triangulation
261111,ICT Business Analyst,2511,15-1211,isco_triangulation
261111,ICT Business Analyst,2511,15-1231,isco_triangulation
261112,Systems Analyst,2511,15-1211,isco_triangulation
261112,Systems Analyst,2511,15-1231,isco_triangulation
261211,Multimedia Specialist,2513,15-1254,isco_triangulation
261211,Multimedia Specialist,2513,15-1255,isco_triangulation
261212,Web Developer,2513,15-1254,isco_triangulation
261212,Web Developer,2513,15-1255,isco_triangulation
261311,Analyst Programmer,2512,15-1221,isco_triangulation
261311,Analyst Programmer,2512,15-1251,isco_triangulation
261311,Analyst Programmer,2512,15-1252,isco_triangulation
261312,Developer Programmer,2514,15-1253,isco_triangulation
261313,Software Engineer,2512,15-1221,isco_triangulation
261313,Software Engineer,2512,15-1251,isco_triangulation
261313,Software Engineer,2512,15-1252,isco_triangulation
261314,Software Tester,2519,15-1299,isco_triangulation
261399,Software and Applications Programmers nec,2519,15-1299,isco_triangulation
262111,Database Administrator,2521,15-2051,isco_triangulation
262112,ICT Security Specialist,2529,15-1212,isco_triangulation
263111,Computer Network and Systems Engineer,2523,15-1232,isco_triangulation
263113,Network Analyst,2523,15-1232,isco_triangulation
263211,ICT Quality Assurance Engineer,2519,15-1299,isco_triangulation
263212,ICT Support Engineer,2519,15-1299,isco_triangulation
263213,ICT Systems Test Engineer,2519,15-1299,isco_triangulation
263299,ICT Support and Test Engineers nec,2519,15-1299,isco_triangulation
271111,Barrister,2611,23-1011,isco_triangulation
271111,Barrister,2611,23-1012,isco_triangulation
271211,Judge,2612,23-1021,isco_triangulation
271211,Judge,2612,23-1022,isco_triangulation
271211,Judge,2612,23-1023,isco_triangulation
271212,Magistrate,2612,23-1021,isco_triangulation
271212,Magistrate,2612,23-1022,isco_triangulation
271212,Magistrate,2612,23-1023,isco_triangulation
271213,Tribunal Member,2619,23-2011,isco_triangulation
271214,Intellectual Property Lawyer,2611,23-1011,isco_triangulation
271214,Intellectual Property Lawyer,2611,23-1012,isco_triangulation
271299,Judicial and Other Legal Professionals nec,2619,23-2011,isco_triangulation
271311,Solicitor,2611,23-1011,isco_triangulation
271311,Solicitor,2611,23-1012,isco_triangulation
272111,Careers Counsellor,2423,13-1111,isco_triangulation
272111,Careers Counsellor,2423,43-9011,isco_triangulation
272115,Student Counsellor,2359,25-2052,isco_triangulation
272412,Interpreter,2643,27-3031,isco_triangulation
272413,Translator,2643,27-3031,isco_triangulation
272499,Social Professionals nec,2643,27-3031,isco_triangulation
311313,Quarantine Officer,3351,33-3011,isco_triangulation
311313,Quarantine Officer,3351,33-3012,isco_triangulation
312112,Building Associate,3123,47-1011,isco_triangulation
312412,Electronic Engineering Technician,3155,53-2021,isco_triangulation
312412,Electronic Engineering Technician,3155,53-2022,isco_triangulation
312412,Electronic Engineering Technician,3155,53-2031,isco_triangulation
312611,Safety Inspector,2149,17-2131,isco_triangulation
313111,Hardware Technician,7422,49-2098,isco_triangulation
313112,ICT Customer Support Officer,3512,15-1244,isco_triangulation
313199,ICT Support Technicians nec,3511,15-1241,isco_triangulation
313199,ICT Support Technicians nec,7422,49-2098,isco_triangulation
313211,Radiocommunications Technician,3155,53-2021,isco_triangulation
313211,Radiocommunications Technician,3155,53-2022,isco_triangulation
313211,Radiocommunications Technician,3155,53-2031,isco_triangulation
321111,Automotive Electrician,7412,49-2093,isco_triangulation
321111,Automotive Electrician,7412,49-2094,isco_triangulation
321111,Automotive Electrician,7412,49-2095,isco_triangulation
321111,Automotive Electrician,7412,49-9011,isco_triangulation
321111,Automotive Electrician,7412,49-9012,isco_triangulation
321111,Automotive Electrician,7412,51-2022,isco_triangulation
321211,Motor Mechanic (General),7231,49-3011,isco_triangulation
321211,Motor Mechanic (General),7231,49-3022,isco_triangulation
321211,Motor Mechanic (General),7231,49-3023,isco_triangulation
321211,Motor Mechanic (General),7231,49-3092,isco_triangulation
321212,Diesel Motor Mechanic,7231,49-3011,isco_triangulation
321212,Diesel Motor Mechanic,7231,49-3022,isco_triangulation
321212,Diesel Motor Mechanic,7231,49-3023,isco_triangulation
321212,Diesel Motor Mechanic,7231,49-3092,isco_triangulation
321213,Motorcycle Mechanic,7231,49-3011,isco_triangulation
321213,Motorcycle Mechanic,7231,49-3022,isco_triangulation
321213,Motorcycle Mechanic,7231,49-3023,isco_triangulation
321213,Motorcycle Mechanic,7231,49-3092,isco_triangulation
321214,Small Engine Mechanic,7231,49-3011,isco_triangulation
321214,Small Engine Mechanic,7231,49-3022,isco_triangulation
321214,Small Engine Mechanic,7231,49-3023,isco_triangulation
321214,Small Engine Mechanic,7231,49-3092,isco_triangulation
322111,Blacksmith,7221,51-4041,isco_triangulation
322112,Electroplater,8122,51-4022,isco_triangulation
322112,Electroplater,8122,51-4023,isco_triangulation
322112,Electroplater,8122,51-4032,isco_triangulation
322112,Electroplater,8122,51-4051,isco_triangulation
322112,Electroplater,8122,51-4191,isco_triangulation
322113,Farrier,7221,51-4041,isco_triangulation
322115,Metal Polisher,7224,51-4031,isco_triangulation
322115,Metal Polisher,7224,51-4193,isco_triangulation
322115,Metal Polisher,7224,51-4194,isco_triangulation
322211,Sheetmetal Trades Worker,7213,47-2211,isco_triangulation
322311,Metal Fabricator,7212,47-2171,isco_triangulation
322311,Metal Fabricator,7212,51-4122,isco_triangulation
322311,Metal Fabricator,7213,47-2211,isco_triangulation
322311,Metal Fabricator,7214,47-2181,isco_triangulation
322311,Metal Fabricator,7214,47-2221,isco_triangulation
322311,Metal Fabricator,7214,51-4061,isco_triangulation
322311,Metal Fabricator,7214,51-4071,isco_triangulation
322311,Metal Fabricator,7214,51-4121,isco_triangulation
322312,Pressure Welder,7212,47-2171,isco_triangulation
322312,Pressure Welder,7212,51-4122,isco_triangulation
322313,Welder (First Class) (Aus) / Welder (NZ),7212,47-2171,isco_triangulation
322313,Welder (First Class) (Aus) / Welder (NZ),7212,51-4122,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-2011,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-2021,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-2022,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-2091,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-2092,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-2096,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-2097,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-9051,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-9052,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-9061,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-9095,isco_triangulation
323111,Aircraft Maintenance Engineer (Avionics),7421,49-9097,isco_triangulation
323113,Aircraft Maintenance Engineer (Structures),7213,47-2211,isco_triangulation
323211,Fitter (General),7233,49-3021,isco_triangulation
323211,Fitter (General),7233,49-3031,isco_triangulation
323211,Fitter (General),7233,49-3042,isco_triangulation
323211,Fitter (General),7233,49-3093,isco_triangulation
323211,Fitter (General),7233,49-9031,isco_triangulation
323211,Fitter (General),7233,49-9041,isco_triangulation
323211,Fitter (General),7233,49-9043,isco_triangulation
323211,Fitter (General),7233,49-9044,isco_triangulation
323211,Fitter (General),7233,49-9071,isco_triangulation
323211,Fitter (General),7233,49-9091,isco_triangulation
323211,Fitter (General),7233,49-9092,isco_triangulation
323211,Fitter (General),7233,49-9096,isco_triangulation
323211,Fitter (General),7223,51-4011,isco_triangulation
323211,Fitter (General),7223,51-4012,isco_triangulation
323211,Fitter (General),7223,51-4033,isco_triangulation
323211,Fitter (General),7223,51-4034,isco_triangulation
323211,Fitter (General),7223,51-4035,isco_triangulation
323212,Fitter and Turner,7223,51-4011,isco_triangulation
323212,Fitter and Turner,7223,51-4012,isco_triangulation
323212,Fitter and Turner,7223,51-4033,isco_triangulation
323212,Fitter and Turner,7223,51-4034,isco_triangulation
323212,Fitter and Turner,7223,51-4035,isco_triangulation
323213,Fitter-Welder,7212,47-2171,isco_triangulation
323213,Fitter-Welder,7212,51-4122,isco_triangulation
323214,Metal Machinist (First Class),7223,51-4011,isco_triangulation
323214,Metal Machinist (First Class),7223,51-4012,isco_triangulation
323214,Metal Machinist (First Class),7223,51-4033,isco_triangulation
323214,Metal Machinist (First Class),7223,51-4034,isco_triangulation
323214,Metal Machinist (First Class),7223,51-4035,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-3021,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-3031,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-3042,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-3093,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-9031,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-9041,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-9043,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-9044,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-9071,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-9091,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-9092,isco_triangulation
323215,"Textile, Clothing and Footwear Mechanic",7233,49-9096,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-3021,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-3031,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-3042,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-3093,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-9031,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-9041,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-9043,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-9044,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-9071,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-9091,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-9092,isco_triangulation
323299,Metal Fitters and Machinists nec,7233,49-9096,isco_triangulation
323312,Gunsmith,7222,51-4062,isco_triangulation
323312,Gunsmith,7222,51-4111,isco_triangulation
323312,Gunsmith,7222,51-4192,isco_triangulation
323313,Locksmith,7222,51-4062,isco_triangulation
323313,Locksmith,7222,51-4111,isco_triangulation
323313,Locksmith,7222,51-4192,isco_triangulation
323314,Precision Instrument Maker and Repairer,7311,49-9062,isco_triangulation
323314,Precision Instrument Maker and Repairer,7311,49-9063,isco_triangulation
323314,Precision Instrument Maker and Repairer,7311,49-9064,isco_triangulation
323314,Precision Instrument Maker and Repairer,7311,49-9094,isco_triangulation
323315,Saw Maker and Repairer,7222,51-4062,isco_triangulation
323315,Saw Maker and Repairer,7222,51-4111,isco_triangulation
323315,Saw Maker and Repairer,7222,51-4192,isco_triangulation
323315,Saw Maker and Repairer,7224,51-4031,isco_triangulation
323315,Saw Maker and Repairer,7224,51-4193,isco_triangulation
323315,Saw Maker and Repairer,7224,51-4194,isco_triangulation
323316,Watch and Clock Maker and Repairer,7311,49-9062,isco_triangulation
323316,Watch and Clock Maker and Repairer,7311,49-9063,isco_triangulation
323316,Watch and Clock Maker and Repairer,7311,49-9064,isco_triangulation
323316,Watch and Clock Maker and Repairer,7311,49-9094,isco_triangulation
323411,Engineering Patternmaker,7222,51-4062,isco_triangulation
323411,Engineering Patternmaker,7222,51-4111,isco_triangulation
323411,Engineering Patternmaker,7222,51-4192,isco_triangulation
323412,Toolmaker,7222,51-4062,isco_triangulation
323412,Toolmaker,7222,51-4111,isco_triangulation
323412,Toolmaker,7222,51-4192,isco_triangulation
324111,Panelbeater,7213,47-2211,isco_triangulation
324211,Vehicle Body Builder,7213,47-2211,isco_triangulation
324311,Vehicle Painter,7132,47-2142,isco_triangulation
331111,Bricklayer,7112,47-2021,isco_triangulation
331112,Stonemason,7113,47-2022,isco_triangulation
331211,Carpenter and Joiner,7115,47-2031,isco_triangulation
331212,Carpenter,7115,47-2031,isco_triangulation
331212,Carpenter,7111,47-2011,isco_triangulation
331213,Joiner,7115,47-2031,isco_triangulation
332111,Floor Finisher,7122,47-2042,isco_triangulation
332111,Floor Finisher,7122,47-2043,isco_triangulation
332211,Painting Trades Worker,7131,47-2141,isco_triangulation
333111,Glazier,7125,47-2121,isco_triangulation
333211,Fibrous Plasterer,7123,47-2044,isco_triangulation
333211,Fibrous Plasterer,7123,47-2082,isco_triangulation
333212,Solid Plasterer,7123,47-2044,isco_triangulation
333212,Solid Plasterer,7123,47-2082,isco_triangulation
333411,Wall and Floor Tiler,7122,47-2042,isco_triangulation
333411,Wall and Floor Tiler,7122,47-2043,isco_triangulation
334111,Plumber (General),7126,47-2081,isco_triangulation
334111,Plumber (General),7126,47-2151,isco_triangulation
334111,Plumber (General),7126,47-2152,isco_triangulation
334112,Airconditioning and Mechanical Services Plumber,7126,47-2081,isco_triangulation
